ContractNumber,ContractType,GroupNumber,EffectiveDate,ExpirationDate,RenewalDate,PolicyID,CustomerSSN
CNT-CDP-4655-347,Group,GRP-649579,5/18/2020,5/18/2021,,CDP-BJHP-038233,253-85-8722
CNT-CDP-1664-104,Family,GRP-021371,7/26/2020,7/26/2021,9/12/2021,CDP-CCC-228385,462-04-0827
CNT-CDP-9446-125,Group,GRP-697050,5/28/2020,5/28/2021,3/14/2022,CDP-CDCP-171336,339-35-4231
CNT-CDP-2249-118,Family,GRP-363714,3/2/2020,3/2/2021,8/16/2021,CDP-CHS-501036,391-99-3823
CNT-CDP-3067-246,Family,GRP-416125,12/21/2020,12/21/2021,12/11/2022,CDP-RWP-867534,789-21-3161
CNT-CDP-2401-328,Group,GRP-546474,11/18/2020,11/18/2021,8/18/2022,CDP-NC-355709,532-93-7617
CNT-CDP-0739-372,Family,GRP-440838,12/2/2020,12/2/2021,8/20/2022,CDP-ADS-864979,281-73-6808
CNT-CDP-1490-734,Group,GRP-487608,4/22/2020,4/22/2021,8/8/2021,CDP-RCA-783875,380-53-0116
CNT-CDP-2443-984,Individual,GRP-794802,8/28/2020,8/28/2021,1/2/2022,CDP-BJHP-038233,260-15-1909
CNT-CDP-4609-512,Individual,GRP-537626,12/10/2020,12/10/2021,5/28/2022,CDP-CCC-228385,622-30-1101
CNT-CDP-0159-664,Individual,GRP-918045,3/26/2020,3/26/2021,5/20/2021,CDP-CDCP-171336,762-49-1943
CNT-CDP-0080-363,Individual,GRP-811551,8/31/2020,8/31/2021,12/4/2021,CDP-CHS-501036,852-03-7194
CNT-CDP-5175-748,Group,GRP-810816,8/23/2020,8/23/2021,4/24/2022,CDP-RWP-867534,172-85-1067
CNT-CDP-1926-522,Individual,GRP-245707,8/3/2020,8/3/2021,8/24/2021,CDP-NC-355709,532-93-7617
CNT-CDP-5380-165,Family,GRP-007739,1/20/2020,1/19/2021,3/23/2021,CDP-ADS-864979,525-43-4710
CNT-CDP-2849-882,Group,GRP-067533,4/15/2020,4/15/2021,10/26/2021,CDP-RCA-783875,532-85-3774
CNT-CDP-3791-760,Group,GRP-396654,10/26/2020,10/26/2021,,CDP-BJHP-038233,587-46-8092
CNT-CDP-5027-740,Individual,GRP-541829,5/31/2020,5/31/2021,4/13/2022,CDP-CCC-228385,803-89-9048
CNT-CDP-3548-047,Group,GRP-828398,9/10/2020,9/10/2021,,CDP-CDCP-171336,127-51-7648
CNT-CDP-4111-207,Group,GRP-165192,10/5/2020,10/5/2021,1/24/2022,CDP-CHS-501036,233-98-7822
CNT-CDP-8515-305,Individual,GRP-025500,6/10/2020,6/10/2021,,CDP-RWP-867534,144-57-2660
CNT-CDP-0262-878,Family,GRP-187258,4/28/2020,4/28/2021,5/19/2021,CDP-NC-355709,769-30-2685
CNT-CDP-0575-725,Individual,GRP-785717,11/20/2020,11/20/2021,,CDP-ADS-864979,408-05-8352
CNT-CDP-4435-896,Individual,GRP-830349,5/28/2020,5/28/2021,,CDP-RCA-783875,384-51-6805
CNT-CDP-5169-262,Individual,GRP-053573,8/21/2020,8/21/2021,12/1/2021,CDP-BJHP-038233,705-52-1530
CNT-CDP-1211-129,Family,GRP-378797,3/20/2020,3/20/2021,8/29/2021,CDP-CCC-228385,527-94-7787
CNT-CDP-7326-892,Individual,GRP-302518,3/5/2020,3/5/2021,2/11/2022,CDP-CDCP-171336,253-80-6341
CNT-CDP-6949-058,Family,GRP-270306,2/4/2020,2/3/2021,3/15/2021,CDP-CHS-501036,707-14-3743
CNT-CDP-8651-605,Individual,GRP-467245,11/6/2020,11/6/2021,4/11/2022,CDP-RWP-867534,516-04-6814
CNT-CDP-5422-296,Family,GRP-957721,2/8/2020,2/7/2021,,CDP-NC-355709,334-78-3433
CNT-CDP-0094-053,Group,GRP-281206,8/20/2020,8/20/2021,12/22/2021,CDP-ADS-864979,382-06-6800
CNT-CDP-1679-951,Group,GRP-128387,1/27/2020,1/26/2021,,CDP-RCA-783875,615-23-7295
CNT-CDP-3801-216,Family,GRP-708110,6/11/2020,6/11/2021,10/8/2021,CDP-BJHP-038233,499-72-2020
CNT-CDP-1794-354,Group,GRP-980667,8/24/2020,8/24/2021,11/6/2021,CDP-CCC-228385,417-63-0056
CNT-CDP-7535-994,Individual,GRP-366161,12/15/2020,12/15/2021,8/29/2022,CDP-CDCP-171336,338-59-2665
CNT-CDP-4776-326,Group,GRP-558036,5/17/2020,5/17/2021,11/19/2021,CDP-CHS-501036,568-17-3551
CNT-CDP-2771-099,Individual,GRP-999837,11/1/2020,11/1/2021,4/21/2022,CDP-RWP-867534,590-14-9022
CNT-CDP-1345-667,Individual,GRP-620121,12/12/2020,12/12/2021,,CDP-NC-355709,324-13-9091
CNT-CDP-3006-027,Individual,GRP-319964,3/13/2020,3/13/2021,,CDP-ADS-864979,793-39-8139
CNT-CDP-8780-105,Group,GRP-124222,12/14/2020,12/14/2021,3/15/2022,CDP-RCA-783875,121-50-0345
CNT-CDP-9280-625,Family,GRP-458150,10/1/2020,10/1/2021,6/19/2022,CDP-BJHP-038233,425-88-7594
CNT-CDP-8392-022,Group,GRP-404346,8/20/2020,8/20/2021,8/17/2022,CDP-CCC-228385,888-60-2700
CNT-CDP-2679-508,Family,GRP-522951,3/27/2020,3/27/2021,12/22/2021,CDP-CDCP-171336,634-27-8874
CNT-CDP-7874-672,Individual,GRP-599773,3/30/2020,3/30/2021,,CDP-CHS-501036,688-54-3391
CNT-CDP-0202-399,Group,GRP-069377,4/5/2020,4/5/2021,,CDP-RWP-867534,328-54-2580
CNT-CDP-9831-777,Individual,GRP-375478,5/14/2020,5/14/2021,9/5/2021,CDP-NC-355709,482-40-1690
CNT-CDP-5205-557,Family,GRP-472447,11/27/2020,11/27/2021,,CDP-ADS-864979,550-33-5183
CNT-CDP-6938-214,Individual,GRP-550995,8/13/2020,8/13/2021,1/19/2022,CDP-RCA-783875,678-24-3779
CNT-CDP-0640-615,Family,GRP-552347,8/13/2020,8/13/2021,3/13/2022,CDP-BJHP-038233,754-98-7758
CNT-CDP-2299-141,Group,GRP-055147,2/11/2020,2/10/2021,12/17/2021,CDP-CCC-228385,236-74-4042
CNT-CDP-1357-115,Group,GRP-806323,4/19/2020,4/19/2021,4/21/2021,CDP-CDCP-171336,450-34-5258
CNT-CDP-6574-463,Individual,GRP-041644,1/24/2020,1/23/2021,6/12/2021,CDP-CHS-501036,173-33-5474
CNT-CDP-9352-861,Individual,GRP-844529,2/7/2020,2/6/2021,12/14/2021,CDP-RWP-867534,485-56-3024
CNT-CDP-4529-606,Group,GRP-002909,5/27/2020,5/27/2021,2/8/2022,CDP-NC-355709,683-18-9050
CNT-CDP-2962-572,Group,GRP-294140,4/21/2020,4/21/2021,,CDP-ADS-864979,522-29-3424
CNT-CDP-4223-178,Individual,GRP-400015,9/18/2020,9/18/2021,11/5/2021,CDP-RCA-783875,294-53-3385
CNT-CDP-9917-012,Family,GRP-640452,11/7/2020,11/7/2021,2/15/2022,CDP-BJHP-038233,234-75-7522
CNT-CDP-6974-932,Group,GRP-505779,2/1/2020,1/31/2021,4/12/2021,CDP-CCC-228385,674-16-7205
CNT-CDP-4868-339,Individual,GRP-157781,5/18/2020,5/18/2021,,CDP-CDCP-171336,462-50-5376
CNT-CDP-1334-847,Group,GRP-476301,7/12/2020,7/12/2021,10/16/2021,CDP-CHS-501036,366-58-7947
CNT-CDP-6587-959,Individual,GRP-703487,3/30/2020,3/30/2021,8/13/2021,CDP-RWP-867534,283-48-1886
CNT-CDP-9212-796,Individual,GRP-879290,9/30/2020,9/30/2021,9/5/2022,CDP-NC-355709,823-30-1230
CNT-CDP-5391-438,Family,GRP-277577,1/2/2020,1/1/2021,,CDP-ADS-864979,688-16-5212
CNT-CDP-0551-871,Individual,GRP-159772,8/27/2020,8/27/2021,5/28/2022,CDP-RCA-783875,576-62-9974
CNT-CDP-1172-175,Group,GRP-722149,7/15/2020,7/15/2021,,CDP-BJHP-038233,479-33-8552
CNT-CDP-8294-341,Family,GRP-218233,3/25/2020,3/25/2021,10/6/2021,CDP-CCC-228385,391-99-3823
CNT-CDP-0608-681,Group,GRP-939412,5/23/2020,5/23/2021,9/13/2021,CDP-CDCP-171336,684-49-6147
CNT-CDP-7627-194,Group,GRP-977919,3/1/2020,3/1/2021,10/12/2021,CDP-CHS-501036,245-88-6897
CNT-CDP-6869-221,Individual,GRP-752507,9/24/2020,9/24/2021,11/1/2021,CDP-RWP-867534,528-47-4959
CNT-CDP-6241-655,Group,GRP-761365,8/12/2020,8/12/2021,5/30/2022,CDP-NC-355709,378-87-1056
CNT-CDP-1557-690,Individual,GRP-989617,9/27/2020,9/27/2021,,CDP-ADS-864979,335-22-1485
CNT-CDP-8822-651,Family,GRP-786754,10/2/2020,10/2/2021,2/25/2022,CDP-RCA-783875,332-50-8142
CNT-CDP-1755-795,Family,GRP-855135,12/27/2020,12/27/2021,10/4/2022,CDP-BJHP-038233,577-06-7349
CNT-CDP-2104-665,Family,GRP-828188,5/3/2020,5/3/2021,8/29/2021,CDP-CCC-228385,399-40-1520
CNT-CDP-5426-463,Group,GRP-896833,3/31/2020,3/31/2021,,CDP-CDCP-171336,115-02-5084
CNT-CDP-3241-357,Individual,GRP-809620,4/17/2020,4/17/2021,8/10/2021,CDP-CHS-501036,489-98-8589
CNT-CDP-5737-022,Family,GRP-987393,6/7/2020,6/7/2021,,CDP-RWP-867534,885-30-2051
CNT-CDP-9333-709,Individual,GRP-657896,12/12/2020,12/12/2021,,CDP-NC-355709,618-40-5613
CNT-CDP-7588-295,Individual,GRP-706456,10/4/2020,10/4/2021,7/10/2022,CDP-ADS-864979,352-32-0242
CNT-CDP-3274-672,Family,GRP-575089,9/1/2020,9/1/2021,,CDP-RCA-783875,255-98-5864
CNT-CDP-4427-989,Family,GRP-834570,7/5/2020,7/5/2021,,CDP-BJHP-038233,819-29-9354
CNT-CDP-2988-949,Group,GRP-262998,9/4/2020,9/4/2021,,CDP-CCC-228385,762-49-1943
