BAcctNumber,AcctNumber,BillingStreet,BillingAptNo,BillingZip,BillingPhone,BillingMethod,OnlineBillingFlag,CoverageType,LastInvoiceGenDate,LastInvoicePaidDueDate,LastInvoicePaidDate,LastBillCount,NextInvoiceGenDate,CardType,CardNo,CardExpirationDate,BankingAccountType,BankingAccountNumber,PaymentAmount,PaymentDate,AccountEstablishedDate
BILL791158180,ACC026423317,9230 Milwaukee Place,40,11436,675-592-1628,Prospective Payment System,T,Short-Term Health Insurance,9/11/2018,2/9/2023,12/4/2023,14,10/29/2021,jcb,3538131670837416,2/3/2024,Certificate of Deposit (CD),vqcuphi,884.35,3/16/2016,3/1/2018
BILL362736945,ACC859139964,5 Kensington Street,41,34102,378-862-2622,Prospective Payment System,T,Disability Insurance,8/8/2020,11/7/2022,6/21/2023,8,11/29/2020,mastercard,5007665973778048,7/9/2025,Checking Account,edqowln,890.44,3/25/2021,2/3/2019
BILL661734252,ACC232550059,5 Redwing Court,7,10474,594-267-3883,Self-Pay,F,Fee-for-Service (FFS),12/1/2010,4/24/2019,12/24/2016,29,3/4/2016,maestro,67631197863131603,3/4/2027,Loan Account,jykniws,806.11,5/4/2011,2/14/2012
BILL919064430,ACC954704046,840 Bunting Plaza,47,79105,933-594-9693,Electronic Billing,F,Dental Insurance,9/27/2011,8/28/2016,8/27/2019,19,12/1/2011,bankcard,5610027134041916,12/18/2024,Investment Account,cmktdiv,993.06,9/2/2017,2/28/2010
BILL631675463,ACC474726600,51559 Prairieview Place,45,60614,932-564-7124,Shared Savings,T,Health Maintenance Organization (HMO),6/9/2013,5/22/2024,8/5/2015,14,5/7/2014,jcb,3549728041792050,6/21/2026,Certificate of Deposit (CD),hwdlyyt,90.62,5/9/2012,9/7/2019
BILL816668254,ACC388278688,90 Florence Plaza,13,78220,784-929-7386,Value-Based Reimbursement,F,Flexible Spending Account (FSA)-eligible plan,8/9/2021,11/12/2021,1/24/2023,1,12/2/2023,mastercard,5048370107895013,12/17/2027,Investment Account,crtncwu,181.82,7/25/2016,7/19/2011
BILL609576510,ACC457191680,596 Westerfield Lane,22,01905,443-302-8076,Sliding Scale,T,Tricare (Military Health Care),5/26/2011,5/29/2020,6/24/2014,6,2/22/2020,jcb,3542491212525786,9/4/2028,Loan Account,mwgryij,605.97,10/27/2015,11/29/2011
BILL454609600,ACC031753343,83441 Meadow Ridge Trail,40,40293,138-642-0268,Coinsurance,T,Critical Illness Insurance,3/6/2021,4/5/2021,4/3/2022,24,3/11/2021,visa,4099296037998166,8/2/2027,Retirement Account,xwxdopr,64.22,4/8/2010,11/21/2017
BILL636259395,ACC118014048,857 Michigan Crossing,21,70826,165-196-6529,Deductible,T,High Deductible Health Plan (HDHP),7/3/2015,1/20/2021,4/14/2019,35,8/14/2020,mastercard,5100175215964378,11/16/2024,Certificate of Deposit (CD),soycktw,431.89,4/27/2018,3/27/2014
BILL645696332,ACC489110263,2024 Stephen Circle,8,55480,152-866-8319,Fee-for-Service,F,Consumer-Driven Health Plan (CDHP),4/11/2011,4/28/2016,12/14/2021,22,1/18/2020,visa,4041592527840,7/5/2027,Retirement Account,ayihqke,513.12,11/15/2012,2/10/2015
BILL577668240,ACC197563715,0429 Spohn Court,29,98442,416-551-0004,Direct Billing,F,Disability Insurance,9/12/2016,6/16/2019,8/19/2022,26,1/8/2017,jcb,3568329143358878,9/1/2027,Loan Account,xfabemi,636.19,8/29/2015,5/21/2019
BILL210141323,ACC932564836,6 Prentice Alley,41,10155,782-379-7772,Self-Pay,F,Preferred Provider Organization (PPO),12/24/2014,11/17/2016,4/8/2015,43,3/5/2018,diners-club-us-ca,5440776524704709,7/13/2028,Savings Account,qxoiajl,842.73,11/5/2021,1/22/2020
BILL692244390,ACC548929324,2868 Kinsman Circle,45,77085,988-287-2904,Co-Payment,T,Short-Term Health Insurance,10/17/2010,12/18/2010,10/30/2021,42,3/27/2015,jcb,3559409336473345,8/8/2027,Certificate of Deposit (CD),mnqwkcp,637.54,10/5/2015,12/19/2019
BILL695393715,ACC763538508,4600 Waywood Parkway,17,47306,131-620-3885,Prospective Payment System,F,Children's Health Insurance Program (CHIP),3/28/2015,10/1/2017,1/30/2018,12,3/19/2021,bankcard,5610493319227680,7/20/2026,Retirement Account,pklntvu,735.08,7/29/2017,1/8/2010
BILL127992291,ACC933227666,513 Northview Crossing,2,13251,989-943-3184,Diagnosis-Related Group (DRG),F,Short-Term Health Insurance,9/2/2021,2/25/2023,8/17/2024,37,11/18/2022,instapayment,6384407759793615,8/31/2028,Loan Account,uahpejh,4.96,5/16/2011,5/19/2018
BILL811383624,ACC330672296,9952 Esch Trail,36,23454,668-169-3302,Diagnosis-Related Group (DRG),F,International Health Insurance,10/20/2015,10/29/2023,9/22/2023,16,12/8/2023,switch,6331102957886185108,7/8/2026,Investment Account,xoitmwy,356.4,3/27/2014,8/24/2019
BILL596860344,ACC076137983,963 Carpenter Point,38,79415,536-820-7646,Sliding Scale,F,Long-Term Care Insurance,6/9/2020,1/14/2023,10/22/2020,19,1/12/2021,jcb,3556085503540075,6/27/2026,Retirement Account,ibuaelc,18.06,8/30/2012,9/2/2020
BILL054853944,ACC600278513,347 Hazelcrest Crossing,19,45454,835-805-8624,Deductible,F,Tricare (Military Health Care),5/6/2020,8/7/2020,1/23/2022,18,6/15/2024,diners-club-us-ca,5470533320335532,3/30/2027,Investment Account,wzqrgfl,481.72,12/13/2019,9/21/2019
BILL420842462,ACC049834565,32 Fuller Drive,47,04109,777-957-1386,Resource-Based Relative Value Scale (RBRVS),T,Disability Insurance,1/30/2014,7/1/2024,8/13/2018,41,6/6/2016,maestro,0604343637913082,6/4/2025,Certificate of Deposit (CD),efitbvq,202.39,10/15/2014,10/18/2015
BILL992783641,ACC375595688,8 La Follette Circle,43,80310,480-293-0986,Fee-for-Service,F,Preferred Provider Organization (PPO),8/17/2015,9/29/2020,9/3/2020,29,5/17/2021,jcb,3585684087880876,12/22/2025,Credit Account,jmiyovv,872.12,12/8/2019,8/9/2014
BILL221108172,ACC532284882,515 Duke Court,38,50369,883-432-6178,Prospective Payment System,F,Supplemental Insurance,3/8/2011,9/10/2022,12/2/2019,34,5/22/2020,jcb,3557760351164801,11/27/2027,Loan Account,yilyphh,480.97,5/4/2010,7/11/2017
BILL110591657,ACC022092093,556 Shelley Pass,41,85311,416-298-2080,Bundled Payments,T,Supplemental Insurance,9/14/2012,2/15/2013,10/10/2018,7,12/18/2013,americanexpress,374622440955689,12/13/2024,Certificate of Deposit (CD),fmqenlq,210.08,6/17/2015,7/23/2017
BILL380898704,ACC252909187,37 Basil Center,30,67205,476-258-1766,Deductible,F,Critical Illness Insurance,3/19/2013,9/21/2015,11/1/2020,18,9/11/2023,jcb,3578459390081770,8/4/2027,Checking Account,assokbq,284.94,9/15/2014,6/11/2017
BILL193677987,ACC710922439,66 Mallory Point,26,76115,395-767-5437,Prospective Payment System,T,Preferred Provider Organization (PPO),4/20/2012,9/8/2020,6/20/2023,15,12/13/2014,china-unionpay,56022409782609787,8/17/2025,Loan Account,khhjpev,360.23,3/25/2014,3/3/2011
BILL328322863,ACC873290112,662 Village Way,42,55557,397-926-7693,Diagnosis-Related Group (DRG),T,Children's Health Insurance Program (CHIP),12/24/2018,6/4/2022,9/10/2021,11,5/2/2019,visa-electron,4405264475727256,6/27/2028,Checking Account,gpembby,975.8,2/10/2021,4/1/2016
BILL331320990,ACC036724362,0 Northport Junction,30,14205,753-505-3649,Global Budgeting,T,Long-Term Care Insurance,2/7/2017,10/3/2018,4/16/2020,2,9/1/2021,visa,4017959306039074,9/2/2024,Certificate of Deposit (CD),tcmvbdw,126.64,7/25/2018,9/22/2014
BILL430761986,ACC343597963,64287 Hooker Way,33,22070,284-442-1697,Sliding Scale,F,Flexible Spending Account (FSA)-eligible plan,4/11/2011,7/29/2018,4/24/2023,35,9/1/2022,jcb,3569805426307608,1/17/2028,Checking Account,aflaocd,391.14,2/18/2021,6/1/2014
BILL508067934,ACC197461113,361 Lakeland Trail,23,94164,541-770-4940,Resource-Based Relative Value Scale (RBRVS),T,Accident Insurance,4/16/2018,5/14/2021,5/25/2021,26,5/24/2023,maestro,6762565990834793547,6/27/2024,Certificate of Deposit (CD),wwdimdf,138.24,5/17/2019,3/4/2016
BILL461927510,ACC520239836,4 Quincy Circle,15,61605,521-387-8223,Bundled Payments,F,Accident Insurance,3/11/2019,5/31/2021,12/17/2020,45,12/1/2019,jcb,3567421227351076,3/3/2029,Certificate of Deposit (CD),lepmqym,168.04,10/16/2018,3/24/2016
BILL347271463,ACC272111987,0170 Roxbury Way,43,10454,877-812-6346,Time-Based Billing,T,Short-Term Health Insurance,12/21/2013,8/22/2020,2/26/2017,50,2/2/2022,laser,6706933748779713,2/4/2028,Certificate of Deposit (CD),zmlbwjt,380.0,4/18/2011,10/25/2016
BILL312170569,ACC409052210,860 Warrior Plaza,25,92176,295-641-0535,Co-Payment,T,Mental Health Coverage,6/4/2014,1/21/2021,12/15/2023,8,10/22/2020,jcb,3540544286102577,5/30/2026,Certificate of Deposit (CD),ogjdrhl,73.51,3/19/2011,6/3/2021
BILL408193310,ACC042905228,3950 Nancy Drive,8,28215,623-685-9295,Self-Pay,F,Dental Insurance,4/14/2014,6/12/2022,7/27/2014,2,5/5/2020,jcb,3546727348866123,2/2/2024,Checking Account,yqgtkqo,517.16,8/5/2018,4/12/2012
BILL326663183,ACC229242828,2 Rigney Crossing,33,47134,939-841-5178,Time-Based Billing,T,Consumer-Driven Health Plan (CDHP),3/23/2014,10/15/2019,8/5/2017,3,12/2/2018,jcb,3536759679103372,12/24/2024,Investment Account,hnwilnl,895.66,6/25/2013,12/1/2016
BILL228719387,ACC138181086,31 Mallard Alley,13,45403,134-748-2444,Electronic Billing,F,Flexible Spending Account (FSA)-eligible plan,3/11/2018,7/11/2024,4/1/2019,26,8/15/2021,mastercard,5199008534296986,9/6/2025,Credit Account,nhswvhh,238.12,1/9/2019,6/8/2017
BILL056420442,ACC445781586,56 Gerald Junction,27,21239,852-829-1409,Co-Payment,F,Consumer-Driven Health Plan (CDHP),6/25/2021,7/22/2021,9/13/2023,23,9/21/2023,china-unionpay,560223887361392628,10/5/2026,Savings Account,wtfzkju,932.95,6/3/2013,8/6/2010
BILL398659867,ACC493320818,02060 Merry Plaza,19,93584,238-532-8051,Time-Based Billing,F,Fee-for-Service (FFS),4/8/2021,8/4/2021,2/20/2023,18,4/4/2024,mastercard,5421127496200917,12/17/2026,Retirement Account,jswfoat,153.29,4/10/2010,5/7/2018
BILL966700524,ACC262453759,08 Westerfield Point,22,97075,742-144-8690,Direct Billing,T,Consumer-Driven Health Plan (CDHP),6/26/2013,9/28/2018,11/1/2019,42,7/3/2015,jcb,3534933612042243,2/28/2029,Investment Account,mvydnlu,691.84,10/30/2010,8/15/2017
BILL712533641,ACC946500907,64 Vidon Circle,24,70179,942-943-2903,Per Diem,F,Long-Term Care Insurance,2/10/2019,11/9/2022,9/12/2021,42,10/18/2023,jcb,3557773736965594,10/14/2026,Credit Account,esoeefs,15.8,8/6/2014,9/25/2020
BILL786728241,ACC512108605,01 Corben Park,32,48217,581-593-9050,Value-Based Reimbursement,T,Tricare (Military Health Care),4/27/2021,4/3/2023,9/3/2021,25,10/9/2022,jcb,3533933400836591,3/22/2027,Retirement Account,vvghmju,565.06,3/21/2017,12/21/2016
BILL603581159,ACC689311290,56115 Schurz Drive,50,92844,264-139-6808,Out-of-Pocket,F,Indemnity Plan,3/5/2014,1/19/2018,11/3/2023,14,4/24/2022,diners-club-enroute,201711920031084,11/12/2024,Retirement Account,twwniud,63.9,12/29/2015,5/14/2018
BILL722548623,ACC594126567,0 American Ash Way,30,50369,689-231-1998,Resource-Based Relative Value Scale (RBRVS),T,Exclusive Provider Organization (EPO),7/12/2011,11/9/2021,11/6/2013,50,9/4/2013,solo,6767321132185885,6/14/2025,Credit Account,bhaxzpw,581.94,11/25/2017,12/4/2017
BILL678902800,ACC203555986,041 Morningstar Hill,1,97296,320-360-7692,Time-Based Billing,F,Veterans Health Administration (VA),11/22/2012,6/28/2024,9/28/2017,41,10/10/2021,jcb,3530187467626063,2/2/2026,Checking Account,avhiqbn,125.78,2/17/2021,10/7/2019
BILL822722388,ACC679031224,4 Pleasure Lane,2,71105,705-729-8303,Self-Pay,F,High Deductible Health Plan (HDHP),7/16/2015,5/6/2020,5/22/2023,26,6/26/2018,visa-electron,4917515658183570,3/19/2026,Retirement Account,qouwpji,444.24,6/11/2013,6/18/2020
BILL588231398,ACC736820249,2 Jackson Junction,44,37205,784-153-5673,Sliding Scale,T,Preferred Provider Organization (PPO),3/22/2014,8/4/2024,2/14/2023,35,6/14/2020,visa-electron,4917440462905847,9/21/2026,Retirement Account,ztpejir,155.92,4/21/2011,6/22/2012
BILL622542868,ACC430524669,4722 Bluestem Lane,27,92137,207-401-9537,Sliding Scale,F,Critical Illness Insurance,4/27/2015,7/5/2019,10/28/2017,47,6/6/2018,jcb,3535404580910273,9/4/2024,Certificate of Deposit (CD),henspyd,895.72,7/12/2016,5/6/2012
BILL139911718,ACC508912049,93549 Hansons Way,24,95865,162-472-2502,Electronic Billing,T,Point of Service (POS),4/23/2013,8/14/2024,2/2/2023,21,3/27/2016,jcb,3552225341251980,12/21/2027,Savings Account,znvytee,764.96,11/1/2020,9/16/2015
BILL868516999,ACC648543918,9035 Maryland Court,12,38131,330-629-0626,Global Budgeting,T,Preferred Provider Organization (PPO),5/8/2013,5/15/2014,11/4/2019,28,5/4/2022,china-unionpay,56022576146577999,1/24/2024,Savings Account,szhwjix,221.65,1/2/2011,3/8/2011
BILL539747892,ACC789812832,5259 Westerfield Alley,24,84093,260-699-7111,Capitation,F,Indemnity Plan,11/20/2018,12/22/2018,7/31/2024,33,10/9/2019,jcb,3563932012761034,9/21/2026,Savings Account,dvedhjs,51.86,12/5/2011,5/10/2010
BILL195529607,ACC443277213,20 Comanche Parkway,27,29615,838-263-3067,Diagnosis-Related Group (DRG),T,Dental Insurance,1/10/2013,12/29/2016,12/16/2022,3,6/2/2015,diners-club-enroute,201736649373350,11/24/2025,Checking Account,fddfdpj,576.85,6/28/2010,11/14/2018
BILL255673309,ACC848293115,13358 Laurel Drive,40,12262,968-106-7961,Resource-Based Relative Value Scale (RBRVS),T,Fee-for-Service (FFS),1/11/2015,3/30/2023,5/8/2020,50,11/28/2020,visa-electron,4844005098056204,5/5/2026,Checking Account,fgpbwih,829.08,1/5/2012,11/18/2020
BILL424620368,ACC554597453,31343 Iowa Lane,3,17405,931-659-2350,Bundled Payments,F,Accident Insurance,1/1/2015,6/25/2021,7/25/2019,50,1/20/2016,bankcard,5602242199441394,4/8/2029,Certificate of Deposit (CD),tdxjevz,843.09,2/25/2015,1/12/2020
BILL482591397,ACC580667568,376 Eagan Way,24,01114,638-328-9762,Fee-for-Service,F,Accident Insurance,3/9/2019,12/18/2022,12/7/2020,32,3/28/2022,jcb,3564704405005983,8/31/2025,Retirement Account,nwkckeq,478.97,8/9/2020,12/12/2020
BILL098507569,ACC549425994,5705 Lawn Alley,50,33620,334-480-4761,Sliding Scale,T,Maternity Coverage,3/16/2012,10/5/2023,7/25/2016,25,9/27/2017,jcb,3583113960556975,6/26/2029,Checking Account,zxysuno,325.97,10/19/2017,9/17/2010
BILL139050586,ACC543198569,9044 Manley Center,20,45470,879-695-1729,Sliding Scale,T,Flexible Spending Account (FSA)-eligible plan,12/26/2017,4/26/2020,5/24/2024,22,5/1/2024,maestro,5020604364662128985,5/8/2026,Credit Account,bepoodo,627.59,11/8/2016,2/11/2019
BILL595695719,ACC731191396,6733 Fairview Drive,35,37605,613-287-1007,Deductible,F,Accident Insurance,10/6/2014,5/22/2020,12/30/2019,35,5/13/2023,jcb,3574673080245826,1/19/2026,Loan Account,nanrkhb,692.08,9/15/2012,9/8/2010
BILL627936098,ACC519445202,0202 Main Drive,46,91406,375-663-3677,Coinsurance,T,Maternity Coverage,11/6/2016,5/21/2018,9/10/2020,17,4/5/2019,jcb,3570113922194506,12/19/2024,Checking Account,irusyrn,643.5,9/29/2011,10/9/2019
BILL142305854,ACC020788437,42094 Randy Center,47,78210,730-623-8162,Fee-for-Service,F,Health Maintenance Organization (HMO),8/9/2014,5/10/2020,5/25/2023,6,12/8/2015,jcb,3569882789522941,11/17/2026,Certificate of Deposit (CD),vdomflt,693.39,9/4/2017,5/2/2013
BILL824115353,ACC468994374,8969 Warner Court,28,87195,388-699-3125,Global Budgeting,F,Vision Insurance,6/7/2019,7/26/2021,5/27/2024,23,7/26/2020,americanexpress,374283711710376,5/30/2028,Investment Account,bxowptd,907.78,9/20/2021,6/15/2020
BILL567712564,ACC625739686,9 Rutledge Trail,43,23454,215-764-8110,Capitation,F,Health Maintenance Organization (HMO),9/7/2015,9/15/2015,2/28/2020,43,4/9/2018,jcb,3576074829758443,11/20/2027,Loan Account,iaktikp,933.54,4/29/2016,6/19/2010
BILL079550765,ACC232495964,21 Melody Circle,46,40205,404-586-3748,Fee-for-Service,T,Supplemental Insurance,3/22/2014,4/25/2015,3/31/2016,2,4/22/2014,jcb,3533235506302209,8/15/2024,Credit Account,dxdxtiy,823.28,1/14/2019,4/10/2019
BILL725805816,ACC692666956,0389 Village Point,17,35295,378-110-0697,Electronic Billing,F,Travel Health Insurance,7/28/2016,5/23/2018,4/28/2023,38,8/11/2021,instapayment,6387452508042424,2/14/2025,Investment Account,dupjdvg,201.46,6/24/2012,10/10/2017
BILL878849163,ACC703614401,54827 Manitowish Alley,14,78220,616-981-9674,Sliding Scale,T,Supplemental Insurance,8/12/2019,3/22/2023,7/3/2024,26,7/24/2023,jcb,3534545822381144,1/29/2025,Credit Account,cezplow,751.57,2/21/2011,1/28/2014
BILL737154731,ACC458490016,6 Northland Way,39,66667,981-926-6178,Fee-for-Service,F,Vision Insurance,8/27/2020,10/1/2023,3/23/2024,44,4/29/2021,jcb,3541318965589639,1/6/2024,Credit Account,hghnwou,553.14,3/6/2018,12/17/2018
BILL257411089,ACC730981357,1 Hudson Pass,4,83732,234-412-2925,Global Budgeting,T,Medicare,7/31/2019,7/1/2022,1/16/2023,37,7/22/2020,mastercard,5007664463233895,11/25/2026,Credit Account,ljnvrwf,894.56,3/28/2014,6/9/2020
BILL611987749,ACC272111987,660 Golf Pass,28,54915,227-437-0791,Self-Pay,F,Vision Insurance,7/23/2018,11/23/2021,8/3/2023,25,4/25/2019,diners-club-international,36183635842166,7/5/2028,Retirement Account,pfhwvdw,842.18,3/22/2015,10/25/2016
BILL317620668,ACC919079005,8187 Columbus Terrace,36,90610,874-373-6693,Resource-Based Relative Value Scale (RBRVS),F,Tricare (Military Health Care),6/21/2016,9/4/2016,1/27/2021,38,10/22/2022,jcb,3535031673480334,6/23/2029,Credit Account,rnhtzir,648.64,11/5/2012,4/30/2011
BILL175135060,ACC355052726,9 Spaight Hill,46,33245,762-438-3299,Third-Party Billing,T,Dental Insurance,12/18/2014,8/13/2022,1/26/2023,11,11/26/2022,switch,4903763508010877892,9/27/2024,Savings Account,miiyxnq,909.01,12/25/2012,3/16/2019
BILL644071118,ACC729382629,06 Ridgeway Pass,48,28215,500-405-6215,Bundled Payments,F,Accident Insurance,8/24/2010,10/5/2022,1/5/2023,34,5/4/2011,bankcard,5602216136990408,1/26/2028,Savings Account,nthaqcz,843.72,7/10/2017,5/5/2020
BILL331241220,ACC123599303,3047 Basil Way,33,97296,569-798-4551,Global Budgeting,F,Medicaid,11/27/2014,9/9/2023,8/9/2015,20,11/3/2020,jcb,3570223678441033,4/7/2029,Checking Account,anhixax,752.74,10/2/2013,1/26/2020
BILL926871324,ACC770361634,9925 Oak Trail,41,12255,999-846-9138,Direct Billing,F,Indemnity Plan,2/19/2020,10/1/2023,10/11/2022,21,10/15/2020,visa-electron,4175009571579343,1/31/2028,Investment Account,zqxljmm,627.91,2/14/2015,4/19/2021
BILL329127256,ACC907005572,66772 Veith Junction,30,17110,628-389-7478,Co-Payment,F,Vision Insurance,6/28/2015,2/9/2023,6/26/2017,27,4/8/2019,jcb,3561131877873669,12/15/2029,Credit Account,teyuvsj,70.89,3/16/2018,2/15/2018
BILL722630596,ACC163588996,27407 Sunnyside Terrace,7,83405,247-915-3637,Time-Based Billing,F,Dental Insurance,3/9/2010,6/28/2015,1/28/2022,9,12/9/2017,switch,490337393069048102,11/1/2027,Retirement Account,lcpmruk,572.93,10/26/2013,4/2/2010
BILL734821259,ACC571121541,246 Gulseth Terrace,31,80940,216-412-3876,Co-Payment,F,Preferred Provider Organization (PPO),8/14/2013,11/26/2016,8/12/2016,19,1/11/2019,jcb,3585214998738920,4/15/2027,Savings Account,qpfhdrc,581.01,12/1/2020,12/5/2021
BILL546053708,ACC162550776,6423 Ronald Regan Pass,39,27116,865-892-1438,Value-Based Reimbursement,T,Maternity Coverage,1/27/2017,4/5/2022,6/20/2020,15,8/10/2018,diners-club-enroute,201970937227867,4/25/2024,Investment Account,pfqlmqu,186.44,3/20/2018,5/26/2017
BILL032537166,ACC195403311,736 Division Center,11,40210,415-891-9822,Self-Pay,F,Dental Insurance,9/20/2011,8/27/2015,11/24/2011,9,2/18/2015,mastercard,5100179086918299,8/1/2028,Loan Account,buoyshk,329.57,1/17/2016,7/19/2010
BILL375053307,ACC326769774,7 Southridge Hill,47,90605,839-613-7774,Sliding Scale,F,Tricare (Military Health Care),11/18/2020,8/10/2024,9/7/2023,46,6/30/2021,mastercard,5048370457078798,7/27/2028,Savings Account,stnlmxy,630.41,12/21/2021,5/10/2013
BILL689822033,ACC520744300,8 Fieldstone Center,15,32314,370-776-1863,Out-of-Pocket,T,Preferred Provider Organization (PPO),12/9/2016,3/30/2020,8/13/2019,48,3/9/2022,bankcard,5602213310954706,1/12/2024,Loan Account,aumolws,130.42,7/27/2021,2/21/2020
BILL627176114,ACC017915187,5180 Erie Crossing,47,14905,987-978-5898,Prospective Payment System,F,Long-Term Care Insurance,9/2/2012,4/4/2020,8/12/2013,8,1/22/2022,maestro,5018653004117856699,11/25/2027,Credit Account,sukmeph,580.44,2/14/2017,7/18/2014
BILL737784692,ACC775845115,638 Elmside Terrace,22,77040,834-473-0619,Value-Based Reimbursement,F,Indemnity Plan,7/4/2021,10/24/2021,5/31/2022,4,1/4/2022,jcb,3570316458384025,7/29/2029,Retirement Account,ujhiwko,659.57,11/12/2017,12/9/2010
BILL848678761,ACC043505649,520 Garrison Terrace,36,10203,875-118-7736,Time-Based Billing,F,Children's Health Insurance Program (CHIP),4/3/2011,11/13/2018,9/5/2015,37,10/7/2018,china-unionpay,5602243933136241,11/9/2027,Savings Account,awurtyv,707.59,6/17/2012,6/14/2015
BILL159659820,ACC752444143,2884 Southridge Alley,40,63158,669-460-4525,Global Budgeting,T,Short-Term Health Insurance,7/15/2015,4/30/2019,9/5/2021,41,4/24/2023,mastercard,5100139538483656,8/15/2028,Savings Account,nasnisv,3.07,4/15/2011,8/7/2021
BILL420037474,ACC425898971,2966 La Follette Drive,36,10310,193-920-2209,Global Budgeting,F,Medicare,8/6/2010,3/24/2017,5/20/2024,45,1/19/2013,jcb,3558547120044649,5/26/2024,Loan Account,glfrnlf,713.26,10/12/2014,6/27/2021
BILL132720346,ACC690246086,9826 Birchwood Place,3,63169,501-452-3739,Deductible,T,Health Maintenance Organization (HMO),2/25/2013,5/30/2013,6/19/2016,20,3/18/2020,jcb,3540598171850872,8/26/2025,Retirement Account,kxyjfyh,719.81,2/3/2013,1/7/2019
BILL482592773,ACC747481006,5 Maryland Terrace,19,20580,590-212-7267,Deductible,T,Disability Insurance,6/7/2010,10/22/2010,1/12/2014,34,8/12/2012,laser,6304976848042280,10/19/2027,Investment Account,hlixtse,105.61,5/17/2016,1/13/2021
BILL086901417,ACC963185463,80455 Gina Alley,48,40298,100-712-1760,Co-Payment,T,Fee-for-Service (FFS),6/20/2017,6/30/2022,8/25/2017,25,8/18/2022,mastercard,5100139857798254,5/6/2027,Investment Account,xvawbry,120.6,10/29/2020,5/10/2016
