InvoiceNumber,InvoiceDate,NoOutstandingInvoices,DueDate,PaidDate,InvoiceStatus,BillingPeriod,BAcctNumber,CustomerSSN,ContractNumber
INVC-68088,12/3/2020,1,8/30/2022,11/24/2021,Paid,Annually,BILL614324006,379-37-7126,CNT-CDP-0873-808
INVC-38869,10/15/2021,2,1/25/2022,,Unpaid,Semi-Annually,BILL146761429,584-74-5070,CNT-CDP-8768-613
INVC-22567,1/3/2020,5,11/14/2022,7/11/2021,Paid,Bi-Weekly,BILL985694466,858-34-4318,CNT-CDP-8381-392
INVC-06905,9/20/2021,1,9/15/2022,9/21/2021,Paid,Annually,BILL614080692,350-22-2608,CNT-CDP-0337-613
INVC-39621,11/4/2020,1,5/30/2022,12/16/2020,Paid,Bi-Weekly,BILL439076054,102-02-5320,CNT-CDP-4822-371
INVC-77535,9/18/2019,5,6/14/2022,8/27/2021,Paid,Annually,BILL936859345,884-11-7946,CNT-CDP-6447-362
INVC-73546,10/21/2019,5,4/9/2022,,Unpaid,Monthly,BILL285372722,299-78-7188,CNT-CDP-6686-333
INVC-77823,8/13/2019,4,3/17/2022,2/3/2020,Paid,Monthly,BILL333903655,688-26-2926,CNT-CDP-3930-792
INVC-26839,3/30/2021,2,12/3/2022,,Unpaid,Daily,BILL652509497,490-64-8020,CNT-CDP-9737-633
INVC-25154,9/20/2020,5,6/27/2022,11/9/2020,Paid,Daily,BILL640358376,274-87-7353,CNT-CDP-1970-191
INVC-64014,4/23/2020,4,2/18/2022,4/4/2021,Paid,Monthly,BILL495022832,244-24-5619,CNT-CDP-5298-940
INVC-17316,4/9/2020,3,3/24/2022,4/30/2021,Paid,Daily,BILL715972095,337-86-3756,CNT-CDP-3352-437
INVC-45785,7/16/2019,1,3/20/2022,,Unpaid,Weekly,BILL882744800,620-80-1535,CNT-CDP-3716-837
INVC-77601,7/6/2021,5,11/24/2022,9/26/2021,Paid,Weekly,BILL595628326,514-41-1595,CNT-CDP-0761-330
INVC-48992,3/18/2020,1,1/9/2022,11/18/2021,Paid,Semi-Annually,BILL140175969,646-24-6946,CNT-CDP-2059-808
INVC-51368,3/21/2021,4,4/26/2022,7/14/2021,Paid,Monthly,BILL945304630,554-43-0861,CNT-CDP-2582-364
INVC-77505,2/3/2019,2,1/21/2022,,Unpaid,Bi-Weekly,BILL792903653,811-79-7478,CNT-CDP-6059-553
INVC-90108,4/13/2020,4,6/27/2022,10/14/2021,Paid,Quarterly,BILL760322088,268-99-3106,CNT-CDP-8940-800
INVC-22521,11/30/2021,2,2/25/2022,12/13/2021,Paid,Monthly,BILL470555659,713-52-5086,CNT-CDP-5265-729
INVC-00656,10/19/2019,1,7/2/2022,6/2/2021,Paid,Semi-Annually,BILL167488679,202-82-6630,CNT-CDP-8374-398
INVC-01835,7/18/2020,1,4/28/2022,,Unpaid,Daily,BILL334574527,126-23-8300,CNT-CDP-0441-012
INVC-79486,6/1/2019,5,9/12/2022,,Unpaid,Monthly,BILL757348858,623-10-8429,CNT-CDP-1731-897
INVC-07389,12/1/2020,3,3/18/2022,,Unpaid,Quarterly,BILL184185216,528-47-4959,CNT-CDP-9630-827
INVC-53840,8/2/2020,3,3/13/2022,,Unpaid,Annually,BILL758320480,877-42-0692,CNT-CDP-7628-757
INVC-24206,9/15/2019,3,10/31/2022,9/8/2020,Paid,Semi-Annually,BILL627838062,503-37-0019,CNT-CDP-5239-433
INVC-00347,2/2/2020,5,4/18/2022,,Unpaid,Quarterly,BILL127710497,386-35-2129,CNT-CDP-2038-439
INVC-95912,9/2/2021,2,12/29/2022,11/15/2021,Paid,Daily,BILL005570003,453-66-2725,CNT-CDP-0034-578
INVC-14381,9/21/2019,1,10/19/2022,5/23/2020,Paid,Bi-Weekly,BILL808003920,387-84-4346,CNT-CDP-5199-683
INVC-69223,7/28/2019,3,7/21/2022,,Unpaid,Monthly,BILL171769991,674-10-7843,CNT-CDP-7234-278
INVC-41898,10/28/2019,5,8/8/2022,9/28/2021,Paid,Monthly,BILL410939925,811-22-6516,CNT-CDP-4470-928
INVC-55285,10/15/2019,5,7/7/2022,,Unpaid,Quarterly,BILL105255074,463-31-3614,CNT-CDP-0111-389
INVC-19583,9/10/2021,1,10/27/2022,9/29/2021,Paid,Quarterly,BILL555880316,822-34-8592,CNT-CDP-4365-728
INVC-55925,4/19/2019,4,4/28/2022,8/9/2019,Paid,Weekly,BILL548728201,232-36-4675,CNT-CDP-5917-016
INVC-69435,9/25/2020,4,1/11/2022,7/5/2021,Paid,Semi-Annually,BILL189361135,826-78-8664,CNT-CDP-4569-288
INVC-58251,5/12/2020,1,3/1/2022,,Unpaid,Quarterly,BILL900853151,432-40-6023,CNT-CDP-4352-165
INVC-65118,3/7/2021,2,10/28/2022,,Unpaid,Weekly,BILL870979768,346-90-3521,CNT-CDP-1405-757
INVC-29179,10/2/2019,4,3/24/2022,8/3/2021,Paid,Semi-Annually,BILL920007439,367-96-5225,CNT-CDP-0393-340
INVC-23326,11/13/2019,1,8/4/2022,6/2/2020,Paid,Daily,BILL803990864,170-13-4425,CNT-CDP-6476-370
INVC-80965,2/2/2020,2,8/21/2022,1/28/2021,Paid,Bi-Weekly,BILL572764912,192-60-6314,CNT-CDP-5773-578
INVC-96783,2/19/2021,1,11/17/2022,5/20/2021,Paid,Weekly,BILL649037015,275-13-7101,CNT-CDP-9364-037
INVC-17497,2/7/2021,4,4/7/2022,,Unpaid,Daily,BILL654935142,640-73-8121,CNT-CDP-0226-497
INVC-82940,8/20/2020,2,5/13/2022,,Unpaid,Annually,BILL989373463,340-42-1813,CNT-CDP-8019-639
INVC-20972,11/8/2019,3,8/18/2022,,Unpaid,Semi-Annually,BILL868104137,404-63-3176,CNT-CDP-2327-965
INVC-22949,9/23/2021,1,12/24/2022,9/24/2021,Paid,Weekly,BILL217126005,460-44-6568,CNT-CDP-6192-370
INVC-23117,5/22/2021,1,1/29/2022,7/3/2021,Paid,Quarterly,BILL654499423,498-47-0662,CNT-CDP-7041-635
INVC-00275,11/18/2019,5,3/20/2022,,Unpaid,Weekly,BILL897526446,691-17-3387,CNT-CDP-8495-917
INVC-11453,4/18/2019,2,9/17/2022,,Unpaid,Bi-Weekly,BILL829140306,158-68-4850,CNT-CDP-7935-703
INVC-67320,11/16/2021,4,9/19/2022,11/23/2021,Paid,Quarterly,BILL007830115,721-97-8071,CNT-CDP-7045-592
INVC-31572,11/28/2021,4,12/18/2022,,Unpaid,Annually,BILL825907314,569-98-8973,CNT-CDP-7807-154
INVC-86234,12/8/2021,5,10/11/2022,12/26/2021,Paid,Semi-Annually,BILL977588170,886-25-5637,CNT-CDP-8958-285
INVC-53879,7/28/2019,1,4/4/2022,,Unpaid,Annually,BILL193976426,443-29-7883,CNT-CDP-7012-459
INVC-24648,1/9/2021,3,11/22/2022,,Unpaid,Weekly,BILL817385884,784-73-3876,CNT-CDP-9033-520
INVC-10496,1/16/2019,4,2/23/2022,,Unpaid,Monthly,BILL371068337,577-94-4504,CNT-CDP-8625-924
INVC-21681,8/10/2020,2,8/17/2022,,Unpaid,Monthly,BILL680996097,652-70-9706,CNT-CDP-3225-709
INVC-77016,10/2/2019,4,5/19/2022,,Unpaid,Bi-Weekly,BILL502771145,572-52-6215,CNT-CDP-3943-107
INVC-97302,4/1/2019,5,11/14/2022,,Unpaid,Bi-Weekly,BILL277765437,326-86-5376,CNT-CDP-4605-615
INVC-72294,8/22/2020,3,5/14/2022,9/15/2021,Paid,Monthly,BILL757017978,296-57-4020,CNT-CDP-0848-075
INVC-18745,10/31/2019,2,12/9/2022,,Unpaid,Bi-Weekly,BILL809347298,274-69-0069,CNT-CDP-4602-854
INVC-21479,8/19/2020,2,11/10/2022,8/1/2021,Paid,Monthly,BILL783362991,505-40-2843,CNT-CDP-5796-269
INVC-13729,5/15/2019,1,9/15/2022,7/15/2019,Paid,Monthly,BILL806693977,565-37-9253,CNT-CDP-4736-380
INVC-86255,6/11/2021,1,12/28/2022,,Unpaid,Weekly,BILL171001650,382-06-6800,CNT-CDP-4580-607
INVC-71831,3/5/2020,4,9/10/2022,7/10/2020,Paid,Quarterly,BILL227629279,425-06-1757,CNT-CDP-9699-153
INVC-55757,10/28/2019,3,11/14/2022,7/15/2020,Paid,Quarterly,BILL623783271,793-09-2729,CNT-CDP-5745-522
INVC-79814,9/11/2020,4,9/29/2022,12/6/2021,Paid,Semi-Annually,BILL771113402,590-63-4215,CNT-CDP-4366-796
INVC-51137,6/13/2021,1,4/8/2022,,Unpaid,Daily,BILL346210706,194-03-6170,CNT-CDP-6639-838
INVC-36980,10/14/2020,4,4/16/2022,5/18/2021,Paid,Quarterly,BILL777279593,408-40-5165,CNT-CDP-9629-903
INVC-40002,9/23/2020,2,7/29/2022,4/28/2021,Paid,Monthly,BILL233373874,882-39-8683,CNT-CDP-9418-503
INVC-29450,11/28/2021,2,10/12/2022,12/23/2021,Paid,Daily,BILL259978792,294-53-3385,CNT-CDP-9640-675
INVC-22147,1/19/2020,1,3/30/2022,5/24/2020,Paid,Weekly,BILL129224539,348-43-7882,CNT-CDP-3624-661
INVC-06553,5/17/2020,2,5/6/2022,,Unpaid,Quarterly,BILL320053573,124-66-0002,CNT-CDP-3239-793
INVC-01627,1/8/2019,2,7/25/2022,8/31/2021,Paid,Annually,BILL229675012,646-35-7884,CNT-CDP-7791-892
INVC-14762,11/4/2020,2,3/24/2022,2/10/2021,Paid,Monthly,BILL747035733,603-46-2641,CNT-CDP-5253-062
INVC-01488,12/20/2021,5,8/1/2022,12/22/2021,Paid,Annually,BILL207425093,423-25-7157,CNT-CDP-8871-124
INVC-33751,8/16/2019,1,8/15/2022,12/20/2019,Paid,Bi-Weekly,BILL459635638,412-38-7660,CNT-CDP-3042-244
INVC-29580,6/26/2019,3,2/17/2022,8/7/2020,Paid,Annually,BILL317852552,615-23-7295,CNT-CDP-4655-347
INVC-27969,3/31/2020,4,1/28/2022,8/2/2020,Paid,Quarterly,BILL335666395,711-45-0011,CNT-CDP-1664-104
INVC-50233,7/18/2020,3,6/4/2022,11/17/2021,Paid,Daily,BILL134965468,261-37-4176,CNT-CDP-9446-125
INVC-10145,5/17/2019,2,7/3/2022,3/3/2020,Paid,Weekly,BILL747847533,786-23-4888,CNT-CDP-2249-118
INVC-34125,1/23/2019,3,9/4/2022,3/9/2019,Paid,Daily,BILL874860299,145-72-3021,CNT-CDP-3067-246
INVC-07991,7/26/2019,5,3/26/2022,1/24/2021,Paid,Weekly,BILL420939892,485-17-0690,CNT-CDP-2401-328
INVC-65699,11/19/2020,1,8/30/2022,2/12/2021,Paid,Daily,BILL957259070,479-40-1044,CNT-CDP-0739-372
INVC-34322,3/22/2019,1,6/10/2022,10/10/2021,Paid,Bi-Weekly,BILL469536819,533-49-0335,CNT-CDP-1490-734
INVC-74441,4/2/2021,4,6/1/2022,9/19/2021,Paid,Quarterly,BILL614144940,185-83-8289,CNT-CDP-2443-984
INVC-63166,6/18/2019,4,12/11/2022,10/31/2020,Paid,Weekly,BILL836597861,244-50-0147,CNT-CDP-4609-512
INVC-37601,9/5/2019,3,1/16/2022,3/20/2020,Paid,Bi-Weekly,BILL325763046,833-18-8082,CNT-CDP-0159-664
INVC-68536,10/29/2019,2,12/9/2022,7/29/2020,Paid,Annually,BILL704914692,674-14-2833,CNT-CDP-0080-363
INVC-39556,2/20/2021,4,2/4/2022,2/27/2021,Paid,Semi-Annually,BILL342261551,626-05-4417,CNT-CDP-5175-748
INVC-32164,2/7/2019,4,8/21/2022,4/27/2020,Paid,Annually,BILL442730525,823-02-3274,CNT-CDP-1926-522
INVC-37941,10/24/2019,1,8/15/2022,1/28/2021,Paid,Weekly,BILL660822978,153-27-3028,CNT-CDP-5380-165
INVC-88673,10/7/2021,1,6/12/2022,,Unpaid,Quarterly,BILL236793966,101-17-5778,CNT-CDP-2849-882
INVC-98813,8/14/2020,3,9/14/2022,10/23/2020,Paid,Semi-Annually,BILL758179884,380-53-0116,CNT-CDP-3791-760
INVC-40652,1/25/2021,2,10/20/2022,,Unpaid,Weekly,BILL382618559,749-97-9210,CNT-CDP-5027-740
INVC-51804,9/1/2019,1,1/4/2022,,Unpaid,Bi-Weekly,BILL854968651,207-49-3918,CNT-CDP-3548-047
INVC-94735,5/25/2021,1,5/9/2022,,Unpaid,Monthly,BILL155547625,516-69-6549,CNT-CDP-4111-207
INVC-76369,3/18/2019,2,7/24/2022,,Unpaid,Quarterly,BILL977039641,290-21-1802,CNT-CDP-8515-305
INVC-15045,11/3/2021,1,10/3/2022,11/4/2021,Paid,Monthly,BILL123241219,594-52-5038,CNT-CDP-0262-878
INVC-79187,9/14/2021,5,1/26/2022,10/28/2021,Paid,Annually,BILL703961057,365-46-5038,CNT-CDP-0575-725
INVC-25228,3/5/2020,5,4/7/2022,,Unpaid,Semi-Annually,BILL722762235,650-99-3263,CNT-CDP-4435-896
INVC-21398,4/2/2021,2,8/6/2022,10/3/2021,Paid,Annually,BILL668880456,763-27-4967,CNT-CDP-5169-262
INVC-55027,5/26/2020,3,4/21/2022,9/7/2020,Paid,Annually,BILL745376546,473-85-3165,CNT-CDP-1211-129
INVC-13485,1/6/2019,3,5/20/2022,9/6/2020,Paid,Annually,BILL272688226,861-73-6141,CNT-CDP-7326-892
INVC-15903,3/19/2019,5,6/28/2022,,Unpaid,Semi-Annually,BILL821928727,568-98-5600,CNT-CDP-6949-058
INVC-77314,5/30/2020,2,11/23/2022,,Unpaid,Monthly,BILL172298765,206-77-8356,CNT-CDP-8651-605
INVC-81515,7/2/2021,4,9/25/2022,,Unpaid,Annually,BILL600697929,740-05-7610,CNT-CDP-5422-296
INVC-85036,12/17/2019,2,4/9/2022,11/16/2020,Paid,Quarterly,BILL526738976,399-02-7593,CNT-CDP-0094-053
INVC-76484,2/11/2019,5,5/10/2022,9/26/2021,Paid,Daily,BILL781005035,205-47-8030,CNT-CDP-1679-951
INVC-91790,3/5/2019,4,10/8/2022,5/12/2021,Paid,Semi-Annually,BILL093933901,130-35-0848,CNT-CDP-3801-216
INVC-24734,5/29/2021,3,11/15/2022,10/19/2021,Paid,Annually,BILL438012136,564-07-3591,CNT-CDP-1794-354
INVC-07526,3/13/2021,5,8/7/2022,4/4/2021,Paid,Weekly,BILL580288291,556-84-2140,CNT-CDP-7535-994
INVC-08449,11/4/2021,1,5/24/2022,11/14/2021,Paid,Quarterly,BILL523380513,747-56-5781,CNT-CDP-4776-326
INVC-29328,7/22/2021,1,1/21/2022,8/15/2021,Paid,Annually,BILL365836756,182-23-7911,CNT-CDP-2771-099
INVC-83073,2/21/2019,4,8/11/2022,,Unpaid,Semi-Annually,BILL381429834,236-81-7093,CNT-CDP-1345-667
INVC-76084,12/17/2021,2,6/12/2022,12/27/2021,Paid,Monthly,BILL368971220,691-28-6559,CNT-CDP-3006-027
INVC-98892,5/27/2019,2,10/11/2022,,Unpaid,Semi-Annually,BILL294962274,634-27-8874,CNT-CDP-8780-105
INVC-16396,2/8/2020,2,4/20/2022,,Unpaid,Monthly,BILL526331194,127-51-7648,CNT-CDP-9280-625
INVC-21669,8/16/2020,4,2/22/2022,,Unpaid,Bi-Weekly,BILL933128740,764-90-5133,CNT-CDP-8392-022
INVC-98496,1/21/2020,2,7/21/2022,5/9/2020,Paid,Daily,BILL606744491,395-89-0632,CNT-CDP-2679-508
INVC-34737,12/21/2021,4,9/7/2022,12/23/2021,Paid,Annually,BILL741975214,682-15-3715,CNT-CDP-7874-672
INVC-15891,11/3/2019,1,11/4/2022,11/17/2019,Paid,Weekly,BILL854036881,252-84-5848,CNT-CDP-0202-399
INVC-63996,1/13/2021,4,9/29/2022,8/3/2021,Paid,Semi-Annually,BILL500729625,722-38-0563,CNT-CDP-9831-777
INVC-96370,10/3/2021,4,7/28/2022,11/18/2021,Paid,Quarterly,BILL874785421,601-93-8041,CNT-CDP-5205-557
INVC-45678,1/23/2020,1,4/17/2022,10/21/2020,Paid,Monthly,BILL709630143,115-02-5084,CNT-CDP-6938-214
INVC-79512,9/21/2020,4,6/25/2022,,Unpaid,Weekly,BILL138843022,630-51-1682,CNT-CDP-0640-615
INVC-45045,5/9/2019,3,10/26/2022,12/19/2021,Paid,Semi-Annually,BILL567408516,598-76-7465,CNT-CDP-2299-141
INVC-95673,3/30/2021,2,11/8/2022,,Unpaid,Weekly,BILL085792422,528-06-2090,CNT-CDP-1357-115
INVC-94253,8/20/2019,2,8/12/2022,5/13/2021,Paid,Monthly,BILL842914365,126-86-4015,CNT-CDP-6574-463
INVC-51909,1/4/2019,1,3/29/2022,6/26/2020,Paid,Monthly,BILL155569068,482-40-1690,CNT-CDP-9352-861
INVC-14701,2/15/2019,1,7/24/2022,,Unpaid,Bi-Weekly,BILL632143921,821-41-5487,CNT-CDP-4529-606
INVC-73083,1/5/2021,4,10/6/2022,5/20/2021,Paid,Monthly,BILL339446060,303-60-6369,CNT-CDP-2962-572
INVC-41671,11/20/2020,2,5/5/2022,4/5/2021,Paid,Bi-Weekly,BILL433924101,378-87-1056,CNT-CDP-4223-178
INVC-95085,6/7/2020,2,3/10/2022,9/5/2020,Paid,Annually,BILL344610200,435-10-4849,CNT-CDP-9917-012
INVC-51957,1/14/2019,3,2/17/2022,4/15/2020,Paid,Semi-Annually,BILL245897268,799-92-0196,CNT-CDP-6974-932
INVC-97394,11/25/2019,5,9/2/2022,,Unpaid,Monthly,BILL272404360,364-56-0809,CNT-CDP-4868-339
INVC-14376,6/9/2020,4,11/18/2022,5/16/2021,Paid,Quarterly,BILL471014523,720-50-1776,CNT-CDP-1334-847
INVC-99704,6/10/2021,3,2/5/2022,8/14/2021,Paid,Semi-Annually,BILL053927859,292-80-3409,CNT-CDP-6587-959
INVC-26908,7/15/2020,2,4/8/2022,,Unpaid,Weekly,BILL150539959,577-16-7220,CNT-CDP-9212-796
INVC-29897,6/4/2020,4,6/9/2022,12/15/2021,Paid,Annually,BILL822226856,609-75-7537,CNT-CDP-5391-438
INVC-23936,6/18/2020,3,2/26/2022,4/2/2021,Paid,Weekly,BILL214699643,704-69-6753,CNT-CDP-0551-871
INVC-52067,9/10/2019,1,1/12/2022,,Unpaid,Semi-Annually,BILL005939265,438-12-4628,CNT-CDP-1172-175
INVC-19894,7/31/2020,2,4/18/2022,8/5/2021,Paid,Semi-Annually,BILL541720070,313-32-6518,CNT-CDP-8294-341
INVC-21454,11/10/2020,1,8/31/2022,11/7/2021,Paid,Annually,BILL283930653,607-63-5940,CNT-CDP-0608-681
INVC-51158,10/29/2019,5,1/29/2022,,Unpaid,Monthly,BILL825325780,707-61-9562,CNT-CDP-7627-194
INVC-99016,4/30/2021,3,11/15/2022,,Unpaid,Monthly,BILL089079436,762-70-4472,CNT-CDP-6869-221
INVC-45112,10/16/2019,2,7/25/2022,,Unpaid,Bi-Weekly,BILL174562291,782-25-2140,CNT-CDP-6241-655
INVC-13727,7/9/2020,1,11/14/2022,,Unpaid,Daily,BILL673981967,771-46-3757,CNT-CDP-1557-690
INVC-95144,10/21/2020,3,10/6/2022,,Unpaid,Semi-Annually,BILL008538466,420-93-0043,CNT-CDP-8822-651
INVC-77783,12/10/2019,3,4/6/2022,6/11/2021,Paid,Daily,BILL196178646,731-43-8654,CNT-CDP-1755-795
INVC-58087,4/19/2021,4,9/22/2022,9/29/2021,Paid,Daily,BILL627042687,399-40-1520,CNT-CDP-2104-665
INVC-16498,11/12/2019,5,6/25/2022,9/23/2021,Paid,Quarterly,BILL017593596,213-16-0758,CNT-CDP-5426-463
INVC-27984,4/11/2019,5,8/29/2022,9/26/2019,Paid,Daily,BILL881864218,130-44-9143,CNT-CDP-3241-357
INVC-05819,5/11/2020,4,11/29/2022,9/1/2021,Paid,Monthly,BILL077379449,762-49-1943,CNT-CDP-5737-022
INVC-45492,8/27/2020,3,4/2/2022,8/29/2020,Paid,Bi-Weekly,BILL915225450,272-39-9059,CNT-CDP-9333-709
INVC-61216,6/6/2021,1,12/21/2022,8/25/2021,Paid,Semi-Annually,BILL999579938,618-65-3141,CNT-CDP-7588-295
INVC-61526,11/4/2019,5,9/16/2022,10/23/2020,Paid,Annually,BILL577267915,705-52-1530,CNT-CDP-3274-672
INVC-14070,5/31/2020,4,10/31/2022,,Unpaid,Monthly,BILL744214275,751-51-9833,CNT-CDP-4427-989
INVC-27900,2/13/2020,3,7/10/2022,,Unpaid,Quarterly,BILL943792507,775-99-5015,CNT-CDP-2988-949
